Energy,Zero Crossing Rate,F0,F2,Jitter,Shimmer,Band Energy Ratio,Pause Rate,Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,Spectral Flux,Spectral Flatness,Emotion,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Spectral_Contrast_1,Spectral_Contrast_2,Spectral_Contrast_3,Spectral_Contrast_4,Spectral_Contrast_5,Spectral_Contrast_6,Spectral_Contrast_7
0.012363598,0.08396887400793651,827.95276,508.49887,0.02835214,0.0027642031,1782.559496438376,34.71186440677966,1425.160357186412,1782.559496438376,2867.063492063492,1.3910689,0.021489779,sad,-373.71213,109.28758,19.553308,20.777962,12.320392,-2.2856555,-5.024422,-7.977647,-6.4676642,-8.772101,1.0034083,-8.658757,-6.8289175,0.349307,0.4537315,0.32331097,0.2623213,0.39250043,0.37276924,0.28280756,0.2982895,0.38349372,0.5076902,0.7953745,0.5161136,21.138017042268014,14.950421325115322,17.629520173542904,16.02922227958543,17.551006320029526,16.01282517739801,13.936298698971918
0.009575381,0.0776611328125,659.73444,421.31982,0.026444068,0.0024772051,1797.0734909684563,36.57142857142857,1410.9821389545307,1797.0734909684563,2878.2552083333335,1.2546784,0.020160986,sad,-378.1008,110.461624,23.81586,18.992573,9.773391,2.2459502,-5.245445,-7.085546,-7.4474893,-10.385158,1.9413582,-8.05431,-4.2928486,0.35568252,0.36035424,0.2863635,0.30349624,0.32010075,0.23912372,0.22003825,0.33023372,0.4605114,0.48566982,0.8057589,0.5822533,20.34458840111159,14.26473051297118,17.614497856372868,15.497509869420435,16.894995014804966,16.08475330507785,14.24038551662976
0.010183194,0.0837979403409091,881.686,460.89215,0.028943969,0.0024297258,1742.4342000430677,40.15686274509804,1423.2902250974712,1742.4342000430677,2831.1079545454545,1.3087956,0.024895161,sad,-365.13474,112.8318,17.274847,20.055117,9.224936,-3.30703,-6.011869,-9.456339,-6.410625,-11.04857,2.8213427,-5.0470104,-5.5946145,0.47631818,0.55690897,0.345622,0.31389517,0.31421039,0.24527289,0.27042276,0.34605762,0.39676204,0.6188937,0.7745525,0.42697236,20.203371622304402,14.883950761075297,17.221277082587743,15.167110004284352,18.322455433427603,16.169672023592668,14.163377637198154
0.026759183,0.0809453708022388,894.15466,472.8884,0.041111793,0.0059232675,1716.9523022988722,30.6984126984127,1456.480071688649,1716.9523022988722,2951.259328358209,1.5863029,0.014683216,angry,-330.0622,99.34409,6.539262,34.687218,7.7527094,-4.5078535,-4.416453,-10.334471,-5.7837873,-13.824582,-0.42846516,-10.580196,-7.8492193,0.40237337,0.31986195,0.33445463,0.39339387,0.2634685,0.2804762,0.3525581,0.31297126,0.35478124,0.605224,0.48438883,0.42692825,22.304297397345806,14.856788151549182,18.158620697702336,16.158565960215274,19.74163112410868,19.037451589818847,14.602373770493857
0.010607494,0.07497524207746478,953.1694,670.9069,0.03336882,0.0024152382,1772.5543497640235,30.567164179104477,1385.991103084744,1772.5543497640235,2822.6232394366198,1.4660027,0.013280743,disgust,-375.4412,105.68006,16.526451,31.41728,13.154474,-6.753152,0.3442017,-5.600592,-11.284394,-10.907324,0.28781217,-10.996978,-5.798815,0.4080395,0.45300385,0.40250513,0.42323247,0.4431112,0.3656512,0.33673713,0.3639013,0.44343504,0.5602718,0.6744562,0.4386875,20.287823119707884,13.679315080844598,17.94999596075966,15.522466132046299,18.583601622278977,17.29774728929814,14.618443620175778
0.042014446,0.08573450667134831,1221.1171,600.9891,0.0660461,0.010694759,1665.1444517536422,2.588235294117647,1508.7047608532832,1665.1444517536422,3003.950140449438,1.9918342,0.017259793,fear,-287.60413,96.18132,3.4462075,37.56961,6.045675,-8.070045,-5.9690676,-10.294984,-7.760943,-16.250914,0.9935987,-8.768344,-9.982224,0.3282828,0.42084706,0.40037468,0.42228425,0.32618383,0.25416735,0.29063997,0.34688202,0.38247073,0.56499964,0.5824242,0.30580837,22.034127981558893,15.601829576556606,18.394456138618157,16.14399783786215,20.284364223817096,19.735107037876745,14.717674421832442
0.036947865,0.06918867807539683,718.5259,478.34634,0.040844373,0.008368658,1738.6782953585707,24.47457627118644,1407.1036946744493,1738.6782953585707,2932.9117063492063,1.6535468,0.01205921,happy,-320.92862,99.34251,13.585085,30.108082,2.245243,-6.493819,-0.57423836,-11.182261,-10.092663,-13.674298,-1.0076169,-11.865167,-9.350988,0.34758517,0.32643303,0.29715285,0.37138626,0.41640517,0.44518238,0.22682111,0.25603184,0.29825392,0.4331467,0.47635856,0.28325626,20.957770368966596,15.646949601090805,18.883197826858684,16.478544516171436,18.613110543766226,18.577636865729943,14.95746946868953
0.020854842,0.06740785256410256,933.5697,620.7505,0.037863977,0.0045164316,1717.8680643714436,27.675675675675677,1348.8910853023308,1717.8680643714436,2829.827724358974,1.5060722,0.010577492,neutral,-355.18942,105.06928,15.682561,32.020473,4.262206,-1.177291,-0.21786454,-9.334905,-6.914676,-15.69243,0.35435954,-8.103946,-9.010103,0.36943477,0.31479877,0.3857064,0.50181305,0.3349686,0.25523287,0.28928563,0.3572396,0.43321717,0.6679587,0.38655514,0.3791279,20.1332929513462,14.987266547669131,18.29453725860575,16.041815407791862,18.949196889933834,18.788194681419387,15.273861969065797
0.015622605,0.07724449282786885,1018.60046,567.2223,0.040088933,0.003472084,1687.97794173531,35.92982456140351,1369.6935797610934,1687.97794173531,2768.5706967213114,1.5682116,0.014787109,sad,-352.78738,109.33949,12.228818,29.71923,7.9661107,-6.5035915,1.2316641,-6.0757203,-13.609248,-10.701472,1.8714933,-8.4868555,-6.716945,0.4426604,0.47955263,0.4913001,0.46209028,0.42831385,0.31114274,0.30287382,0.40398237,0.4528371,0.41125438,0.54547274,0.48540872,22.325975353638803,15.11617152275271,17.28005325942016,16.504573887334423,18.970013857824693,17.380503321241097,15.170019372724404
0.029151227,0.09573567708333333,1160.551,969.965,0.05795576,0.008280183,1725.6167569013176,26.366197183098592,1511.444662901971,1725.6167569013176,2974.0625,1.9924431,0.022369064,angry,-299.38168,100.5864,-1.028939,21.073305,10.283516,-5.6753635,-9.639865,-8.178218,-4.391294,-11.046256,2.5519953,-10.777923,-10.202146,0.31503114,0.41489732,0.38007417,0.45555353,0.43997496,0.4289176,0.42912385,0.46643946,0.4031146,0.6644429,0.6984114,0.33192766,21.45373179828371,14.212606694444032,16.54524196780758,16.168199700152595,19.044022749990383,17.735345369069776,14.304197106854678
0.012051537,0.11060288373161764,1293.2281,1047.3201,0.04845495,0.004038975,1805.2389255093653,32.0,1694.2870461193506,1805.2389255093653,3353.170955882353,1.615792,0.038755458,disgust,-321.96735,93.63581,-0.28045228,25.003523,8.978342,-1.732263,-2.6667233,-5.5391774,-5.3266835,-8.061407,2.2704346,-12.294486,-4.352332,0.532662,0.50162,0.47399414,0.5344239,0.41808093,0.3727703,0.38099337,0.49196434,0.48445296,0.6948275,0.5714946,0.48696926,20.549060664009467,13.568907688774308,17.145080386413913,15.83659174005855,17.911959875188582,18.041692267447853,14.750736788391697
0.051065844,0.08829752604166667,1030.4822,848.61505,0.0477062,0.013723875,1706.8557000972576,4.193548387096774,1462.097427949789,1706.8557000972576,2871.685606060606,1.7732675,0.017624766,fear,-271.5431,100.366035,-3.8075147,15.637118,7.4835587,-7.072514,-11.232879,-8.9340315,-4.926763,-10.575489,1.6039897,-12.484956,-11.140765,0.22459637,0.29371834,0.29739234,0.4250866,0.4037897,0.2614347,0.3146086,0.3579545,0.3975122,0.49468988,0.6227465,0.33388504,22.75770367017781,16.320662884036864,17.59176508666983,16.347706178439893,19.47219779782022,17.650790075423547,14.711045178266728
0.037563667,0.08447891626602565,1048.3685,1028.2455,0.044949587,0.010604336,1705.8315724840497,12.756756756756756,1425.174741660646,1705.8315724840497,2772.5360576923076,1.708833,0.016179508,happy,-296.43848,103.56429,-0.4448504,17.19092,10.38938,-5.7744217,-12.614072,-8.299214,-5.641304,-10.091156,1.547972,-10.39332,-9.579854,0.31383207,0.40874752,0.30006236,0.35996667,0.36607042,0.22851048,0.2613038,0.4057588,0.40822038,0.510376,0.6474544,0.33094648,21.37045088107481,15.536871874694512,17.90124361790083,16.13319378443899,18.81995316891496,17.272995672720928,14.903808625976495
0.017469782,0.08253739519817073,989.34937,867.9121,0.045298494,0.0043941825,1691.8620449487485,26.256410256410255,1387.9738151233653,1691.8620449487485,2813.643292682927,1.6743768,0.014574894,neutral,-333.64307,107.924576,5.5243845,23.810026,9.562521,-1.802491,-8.832832,-5.296074,-7.089488,-10.775365,4.1911736,-12.776385,-8.219594,0.31106848,0.38554338,0.4155499,0.4928635,0.38469446,0.31525975,0.32289782,0.36501622,0.41268092,0.5737582,0.66528183,0.34944794,20.27095240911872,14.514428747723816,17.33785676216637,16.16304433212917,18.98317987381712,17.804755418898033,14.684835432136863
0.009562887,0.08715494791666667,1087.095,745.8362,0.03213551,0.0026317597,1805.8714020374748,28.845070422535212,1484.8010735721068,1805.8714020374748,3048.9583333333335,1.5054345,0.02362458,sad,-365.2624,102.96522,12.176181,26.511066,16.6771,-1.5064452,-3.7099593,-6.429668,-7.5339136,-6.9621596,0.27891803,-13.39995,-4.4846706,0.45037502,0.4071323,0.3875018,0.43098962,0.36944997,0.394261,0.35368958,0.39542505,0.5375347,0.8090699,0.49602416,0.4215396,20.441514912483342,14.129027805893514,16.426844788236828,15.692754028326268,18.484669065275707,16.88935857133927,14.861584160218001
0.03777037,0.14118561921296297,1305.9307,994.53876,0.056576777,0.01390135,1868.3576266870814,15.584415584415584,1843.919981154653,1868.3576266870814,3554.9768518518517,1.9984393,0.03477187,angry,-287.4246,85.82679,18.672153,25.122932,6.7834663,-9.064778,-10.33649,-10.816507,-4.9751353,-13.279205,1.9607232,-12.658176,-6.2963386,0.32469594,0.43546182,0.34813017,0.32860446,0.2968047,0.33357945,0.30700746,0.37315342,0.3623743,0.50377667,0.5302112,0.3729178,21.01766474813436,15.061964918405653,17.20311721208371,17.056526775783777,18.977140296403583,18.46708516805984,15.407240551324119
0.019087194,0.13984658061594202,1307.3121,854.87195,0.04642783,0.007202067,1902.4868835264544,31.50769230769231,1906.0216754659525,1902.4868835264544,3683.5371376811595,1.75529,0.05162569,disgust,-318.5355,86.175644,19.211576,23.571918,11.573096,-6.5104923,-8.459116,-7.4556637,-4.789794,-10.820995,0.9592638,-12.058935,-4.1140447,0.4072494,0.44725713,0.41001207,0.45279709,0.39889544,0.39496726,0.3484516,0.35152915,0.39272413,0.57934314,0.6725154,0.45899218,21.450073811021387,14.825730143044565,17.18575954785813,15.91595104888094,17.452808612349834,17.518877233415928,15.337577882860561
0.05125683,0.12610774253731344,1204.9801,824.50867,0.04750163,0.017064404,1890.4784925716644,2.6031746031746033,1864.514164314494,1890.4784925716644,3559.001865671642,1.9284778,0.04412353,fear,-275.3665,85.95811,12.036095,16.725714,8.080686,-10.09903,-9.029691,-5.980625,-7.9940786,-15.210057,-0.08349961,-10.443166,-7.293345,0.34215325,0.36276388,0.35620502,0.31621563,0.26209182,0.2533432,0.26783693,0.3190675,0.37128606,0.5004314,0.72452927,0.43854946,21.856283831500676,15.372146993938014,17.851642434005242,16.538690690900754,21.049773125107958,18.017390111356356,14.763199698336688
0.04364538,0.12769616168478262,1218.4467,932.1912,0.049885552,0.015373911,1875.020918364978,7.2615384615384615,1756.0231709355735,1875.020918364978,3430.253623188406,1.8207529,0.03444083,happy,-274.50015,88.02319,8.496508,20.583084,7.770722,-9.570622,-8.874993,-9.633631,-6.635003,-14.094616,1.1187605,-8.589425,-4.8689675,0.3996283,0.4082225,0.3509389,0.41554296,0.38572416,0.30944583,0.25089455,0.3217218,0.4006296,0.6278319,0.53391707,0.45595443,20.685774195662876,15.31708236227356,17.256432436266557,16.349125114989842,18.973472662735517,17.758627098337328,15.071345080103455
0.018965408,0.11762505073051949,1198.3033,807.83295,0.043565173,0.0066807778,1837.4473025563454,28.054794520547944,1729.8125705030727,1837.4473025563454,3383.9285714285716,1.7962022,0.030416438,neutral,-334.18616,90.106804,18.43197,29.655499,12.83733,-2.585036,-11.128723,-7.6284704,-6.256368,-14.162641,1.1818645,-13.829612,-7.9541683,0.36958006,0.38031965,0.32886797,0.3372731,0.35753205,0.31087193,0.3279954,0.30565932,0.37211177,0.44148597,0.6808905,0.4530071,20.405148276567754,15.91859591990943,18.076558286236004,15.498296960947867,18.32707095018645,17.85328150563998,15.096983270856638
0.010317848,0.11063639322916667,1081.4391,634.7251,0.03244054,0.0034654464,1839.300459282398,25.6,1639.6425716605497,1839.300459282398,3240.8854166666665,1.5965649,0.033140622,sad,-370.89703,96.396866,20.583961,27.109392,16.73737,-0.20423703,-7.7933836,-4.1934385,-5.0561547,-11.869885,1.3431691,-10.752495,-7.3755274,0.44370723,0.40358806,0.37052315,0.36030757,0.31348926,0.29683128,0.3461524,0.4249247,0.51183105,0.7489693,0.48169535,0.4004969,21.272145542385005,14.606814912610984,16.248191970611412,16.006360445965882,18.30464493746977,17.342149047654715,14.789537820699996
0.05581278,0.0913330078125,1102.6881,770.54877,0.06276447,0.014000443,1687.0301450280667,0.0,1512.2183150073813,1687.0301450280667,3065.546875,2.1150148,0.017278805,angry,-262.65576,100.12935,-1.8779448,12.353275,-9.753815,-3.0155964,-4.052601,-12.354279,-6.7155147,-15.221955,5.902221,-11.455908,-8.40396,0.31076324,0.35380563,0.3757045,0.50543565,0.501513,0.2682533,0.24762335,0.28657946,0.2999695,0.3392111,0.49758962,0.34362945,21.847845255796713,17.008281498233384,19.074474398236845,18.204069438374084,19.421087176876227,20.369295987412514,15.217967883452145
0.016870545,0.06926962770061729,854.7385,521.8273,0.046883516,0.0038027114,1710.290616995587,26.5974025974026,1340.0046601473891,1710.290616995587,2775.1736111111113,1.7056684,0.013518826,disgust,-345.9842,111.651344,11.386148,18.884243,2.1014705,1.4685395,2.614058,-6.692049,-7.3444276,-9.4807205,4.0257235,-8.750053,-5.37369,0.29340056,0.4160178,0.34684995,0.32580423,0.4287593,0.33296442,0.28293648,0.28474796,0.33460772,0.40640292,0.7263486,0.40522775,20.574998452237153,15.052441334865076,16.79377447569671,16.58651520942313,18.43468588257004,17.84062093183378,15.255952088724548
0.044774435,0.08266927083333334,1078.3898,772.85944,0.03662249,0.011206836,1761.9672329422929,2.704225352112676,1464.1123334876663,1761.9672329422929,2941.9791666666665,1.6543683,0.024487274,fear,-304.55743,100.514786,6.284647,12.847016,1.7805613,-1.878813,-2.9110274,-8.183468,-7.5256877,-14.078701,2.6054437,-8.517705,-5.94651,0.3321331,0.41925353,0.37901562,0.370714,0.42267737,0.31703705,0.2596817,0.3436487,0.40342817,0.52211833,0.6628503,0.38764733,20.87243144234766,16.217202339043915,17.106994093912544,16.999188841304935,18.097548174704126,17.663097199168096,14.823676139888576
0.041366875,0.07923473011363637,979.24664,651.997,0.04943499,0.009369845,1679.5997127727464,13.14516129032258,1439.2311385160365,1679.5997127727464,2855.46875,1.8067589,0.016793255,happy,-287.31943,104.202644,-2.4071631,14.732057,-2.8391516,-6.8474193,-2.4076145,-9.707534,-8.020352,-13.535046,1.158108,-10.639793,-9.513593,0.35971802,0.42907953,0.33146977,0.346034,0.43056926,0.38062966,0.35334548,0.38181537,0.3896353,0.38308468,0.543457,0.37496212,21.35052690790243,16.39628883534479,17.20474412408989,16.96734572572096,18.757407260119468,18.518716137884084,14.830394900521165
